// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Nauka\Repos\EntityFramework-7\EntityFrameworkNews\FirstVsSingle\bin\Release\net7.0\90eae7c1-639f-4867-b383-c1ed1733c0eb
// command took 2,71s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Nauka\Repos\EntityFramework-7\EntityFrameworkNews\FirstVsSingle\bin\Release\net7.0\90eae7c1-639f-4867-b383-c1ed1733c0eb
// command took 17,59s and exited with 1
// start dotnet  build -c Release --no-restore --no-dependencies /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in D:\Nauka\Repos\EntityFramework-7\EntityFrameworkNews\FirstVsSingle\bin\Release\net7.0\90eae7c1-639f-4867-b383-c1ed1733c0eb
// command took 3,69s and exited with 0
// ***** Done, took 00:00:24 (24.39 sec)   *****
// Found 2 benchmarks:
//   OrderService.SingleOrDefault: DefaultJob
//   OrderService.FirstOrDefault: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Wysoka wydajność)
OverheadActual  11: 33554432 op, 56710900.00 ns, 1.6901 ns/op
OverheadActual  12: 33554432 op, 62283300.00 ns, 1.8562 ns/op
OverheadActual  13: 33554432 op, 61598300.00 ns, 1.8358 ns/op
OverheadActual  14: 33554432 op, 61105600.00 ns, 1.8211 ns/op
OverheadActual  15: 33554432 op, 56845900.00 ns, 1.6941 ns/op
OverheadActual  16: 33554432 op, 60620300.00 ns, 1.8066 ns/op

WorkloadWarmup   1: 33554432 op, 893768600.00 ns, 26.6364 ns/op
WorkloadWarmup   2: 33554432 op, 881703000.00 ns, 26.2768 ns/op
WorkloadWarmup   3: 33554432 op, 862286800.00 ns, 25.6981 ns/op
WorkloadWarmup   4: 33554432 op, 938974300.00 ns, 27.9836 ns/op
WorkloadWarmup   5: 33554432 op, 949307200.00 ns, 28.2916 ns/op
WorkloadWarmup   6: 33554432 op, 912417600.00 ns, 27.1922 ns/op
WorkloadWarmup   7: 33554432 op, 861768500.00 ns, 25.6827 ns/op
WorkloadWarmup   8: 33554432 op, 896543500.00 ns, 26.7191 ns/op
WorkloadWarmup   9: 33554432 op, 880170000.00 ns, 26.2311 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 881889900.00 ns, 26.2824 ns/op
WorkloadActual   2: 33554432 op, 892933500.00 ns, 26.6115 ns/op
WorkloadActual   3: 33554432 op, 888738700.00 ns, 26.4865 ns/op
WorkloadActual   4: 33554432 op, 887728800.00 ns, 26.4564 ns/op
WorkloadActual   5: 33554432 op, 892329000.00 ns, 26.5935 ns/op
WorkloadActual   6: 33554432 op, 845194300.00 ns, 25.1888 ns/op
WorkloadActual   7: 33554432 op, 866188600.00 ns, 25.8144 ns/op
WorkloadActual   8: 33554432 op, 858228300.00 ns, 25.5772 ns/op
WorkloadActual   9: 33554432 op, 872693200.00 ns, 26.0083 ns/op
WorkloadActual  10: 33554432 op, 852278300.00 ns, 25.3999 ns/op
WorkloadActual  11: 33554432 op, 847395900.00 ns, 25.2544 ns/op
WorkloadActual  12: 33554432 op, 893366600.00 ns, 26.6244 ns/op
WorkloadActual  13: 33554432 op, 922514700.00 ns, 27.4931 ns/op
WorkloadActual  14: 33554432 op, 957445200.00 ns, 28.5341 ns/op
WorkloadActual  15: 33554432 op, 969554000.00 ns, 28.8950 ns/op
WorkloadActual  16: 33554432 op, 944496400.00 ns, 28.1482 ns/op
WorkloadActual  17: 33554432 op, 951846800.00 ns, 28.3672 ns/op
WorkloadActual  18: 33554432 op, 901181200.00 ns, 26.8573 ns/op
WorkloadActual  19: 33554432 op, 884664300.00 ns, 26.3651 ns/op
WorkloadActual  20: 33554432 op, 869575300.00 ns, 25.9154 ns/op
WorkloadActual  21: 33554432 op, 865671200.00 ns, 25.7990 ns/op
WorkloadActual  22: 33554432 op, 871693400.00 ns, 25.9785 ns/op
WorkloadActual  23: 33554432 op, 856476400.00 ns, 25.5250 ns/op
WorkloadActual  24: 33554432 op, 869801100.00 ns, 25.9221 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 821128850.00 ns, 24.4715 ns/op
WorkloadResult   2: 33554432 op, 832172450.00 ns, 24.8007 ns/op
WorkloadResult   3: 33554432 op, 827977650.00 ns, 24.6757 ns/op
WorkloadResult   4: 33554432 op, 826967750.00 ns, 24.6456 ns/op
WorkloadResult   5: 33554432 op, 831567950.00 ns, 24.7827 ns/op
WorkloadResult   6: 33554432 op, 784433250.00 ns, 23.3779 ns/op
WorkloadResult   7: 33554432 op, 805427550.00 ns, 24.0036 ns/op
WorkloadResult   8: 33554432 op, 797467250.00 ns, 23.7664 ns/op
WorkloadResult   9: 33554432 op, 811932150.00 ns, 24.1975 ns/op
WorkloadResult  10: 33554432 op, 791517250.00 ns, 23.5891 ns/op
WorkloadResult  11: 33554432 op, 786634850.00 ns, 23.4435 ns/op
WorkloadResult  12: 33554432 op, 832605550.00 ns, 24.8136 ns/op
WorkloadResult  13: 33554432 op, 861753650.00 ns, 25.6823 ns/op
WorkloadResult  14: 33554432 op, 840420150.00 ns, 25.0465 ns/op
WorkloadResult  15: 33554432 op, 823903250.00 ns, 24.5542 ns/op
WorkloadResult  16: 33554432 op, 808814250.00 ns, 24.1045 ns/op
WorkloadResult  17: 33554432 op, 804910150.00 ns, 23.9882 ns/op
WorkloadResult  18: 33554432 op, 810932350.00 ns, 24.1677 ns/op
WorkloadResult  19: 33554432 op, 795715350.00 ns, 23.7142 ns/op
WorkloadResult  20: 33554432 op, 809040050.00 ns, 24.1113 ns/op
// GC:  285 0 0 1342177784 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 2136 has exited with code 0.

Mean = 24.297 ns, StdErr = 0.132 ns (0.54%), N = 20, StdDev = 0.588 ns
Min = 23.378 ns, Q1 = 23.933 ns, Median = 24.183 ns, Q3 = 24.702 ns, Max = 25.682 ns
IQR = 0.770 ns, LowerFence = 22.778 ns, UpperFence = 25.857 ns
ConfidenceInterval = [23.786 ns; 24.808 ns] (CI 99.9%), Margin = 0.511 ns (2.10% of Mean)
Skewness = 0.35, Kurtosis = 2.48, MValue = 2

// ** Remained 0 (0,0%) benchmark(s) to run. Estimated finish 2023-04-08 20:30 (0h 0m from now) **
Successfully reverted power plan (GUID: 381b4222-f694-41f0-9685-ff5bb260df2e FriendlyName: Zrównoważony)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\FirstVsSingle.OrderService-report.csv
  BenchmarkDotNet.Artifacts\results\FirstVsSingle.OrderService-report-github.md
  BenchmarkDotNet.Artifacts\results\FirstVsSingle.OrderService-report.html

// * Detailed results *
OrderService.SingleOrDefault: DefaultJob
Runtime = .NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 30.516 ns, StdErr = 0.376 ns (1.23%), N = 96, StdDev = 3.687 ns
Min = 25.399 ns, Q1 = 27.192 ns, Median = 30.095 ns, Q3 = 32.587 ns, Max = 39.011 ns
IQR = 5.395 ns, LowerFence = 19.098 ns, UpperFence = 40.680 ns
ConfidenceInterval = [29.238 ns; 31.794 ns] (CI 99.9%), Margin = 1.278 ns (4.19% of Mean)
Skewness = 0.65, Kurtosis = 2.47, MValue = 2.93
-------------------- Histogram --------------------
[24.342 ns ; 25.972 ns) | @@@@
[25.972 ns ; 28.086 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@
[28.086 ns ; 29.770 ns) | @@@@@@@@@@@@
[29.770 ns ; 32.244 ns) | @@@@@@@@@@@@@@@@@@@@@@@@
[32.244 ns ; 34.713 ns) | @@@@@@@@@@@@@
[34.713 ns ; 37.156 ns) | @@@@@@@
[37.156 ns ; 39.269 ns) | @@@@@@@@
---------------------------------------------------

OrderService.FirstOrDefault: DefaultJob
Runtime = .NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 24.297 ns, StdErr = 0.132 ns (0.54%), N = 20, StdDev = 0.588 ns
Min = 23.378 ns, Q1 = 23.933 ns, Median = 24.183 ns, Q3 = 24.702 ns, Max = 25.682 ns
IQR = 0.770 ns, LowerFence = 22.778 ns, UpperFence = 25.857 ns
ConfidenceInterval = [23.786 ns; 24.808 ns] (CI 99.9%), Margin = 0.511 ns (2.10% of Mean)
Skewness = 0.35, Kurtosis = 2.48, MValue = 2
-------------------- Histogram --------------------
[23.093 ns ; 23.671 ns) | @@@
[23.671 ns ; 24.240 ns) | @@@@@@@@
[24.240 ns ; 24.927 ns) | @@@@@@@
[24.927 ns ; 25.967 ns) | @@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.13.5, OS=Windows 11 (10.0.22621.1413/22H2/2022Update/SunValley2)
Intel Core i7-8750H CPU 2.20GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET SDK=7.0.100
  [Host]     : .NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2 [AttachedDebugger]
  DefaultJob : .NET 7.0.0 (7.0.22.51805), X64 RyuJIT AVX2


|          Method |     Mean |    Error |   StdDev |   Gen0 | Allocated |
|---------------- |---------:|---------:|---------:|-------:|----------:|
| SingleOrDefault | 30.52 ns | 1.278 ns | 3.687 ns | 0.0085 |      40 B |
|  FirstOrDefault | 24.30 ns | 0.511 ns | 0.588 ns | 0.0085 |      40 B |

// * Warnings *
Environment
  Summary -> Benchmark was executed with attached debugger
MultimodalDistribution
  OrderService.SingleOrDefault: Default -> It seems that the distribution can have several modes (mValue = 2.93)

// * Hints *
Outliers
  OrderService.SingleOrDefault: Default -> 4 outliers were removed (44.00 ns..45.44 ns)
  OrderService.FirstOrDefault: Default  -> 4 outliers were removed (28.15 ns..28.89 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen0      : GC Generation 0 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:02:39 (159.41 sec), executed benchmarks: 2

Global total time: 00:03:05 (185.12 sec), executed benchmarks: 2
// * Artifacts cleanup *
